"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CD209",1154.27644529158,-4.16794789559356,0.801179624645026,-3.95410442071235,7.68218560033939e-05,0.00458053538898849
"G0S2",8479.85930157702,-6.47284681509,0.881497094983212,-6.20858179367481,5.34648932478086e-10,2.09983368230768e-07
"PDE11A",596.545305380466,-4.11972582603757,0.722750836608738,-4.31646103749366,1.58550651507981e-05,0.00124541536759519
"MLXIPL",1748.25722069841,-6.18685668951238,0.798925822531891,-6.49228819901528,8.45423295882672e-11,4.27583254085527e-08
"NUSAP1",1365.7349455914,3.93007376885624,0.773998682292476,3.78563146926526,0.000153318750412648,0.00772449366146058
"KLRF1",38.641566550608,-3.37534422402084,0.63502407099752,-3.74055777175432,0.000183612335037067,0.00871704604883396
"ANGPT4",45.7069437086586,-5.36606243291455,0.991363465222541,-4.40409858349426,1.06224633159039e-05,0.000891100915350169
"CES4",106.554601283627,-4.3059666553606,0.88947757211072,-3.71675099970827,0.000201801151352609,0.00934939865019956
"SNTG2",46.0011481165136,-4.7668435365653,0.999118400256147,-3.77016731510458,0.000163138140124822,0.00800906306675298
"ANLN",2318.91697967984,4.78031937720308,0.811117232827752,4.66063255002482,3.15239069654559e-06,0.000320449786041202
"ACSM5",940.007829577448,-6.26846586336516,0.826688853318492,-6.37297314729296,1.85398356621347e-10,8.43123421256184e-08
"CDCA8",972.71515289195,4.15089354312662,0.821596585622911,3.83508597560408,0.000125520379705538,0.00667420825135817
"CEP55",1015.91166485952,4.72019812507886,0.936022119093506,3.97447672356471,7.05341594943648e-05,0.00426189094483258
"TMEM100",742.03677849314,-3.81582569354929,0.720847058462043,-3.90627340500906,9.37304554833454e-05,0.0053991866706923
"NIPSNAP3B",637.793761698746,-4.05217091895783,0.812961376575265,-3.75438613309725,0.000173766815470109,0.00841138470066934
"HJURP",545.340787428203,4.73444248643941,0.913413823249515,4.08844533702583,4.34273849179003e-05,0.00283195712741975
"MCM10",897.726490733842,4.78344973804895,0.983573473525037,3.8466366162656,0.000119750371338544,0.00648716666802938
"STAB2",63.0361713810546,-4.19510727258694,0.768274408255207,-4.15880997499734,3.19909889707498e-05,0.0021851236379586
"ST6GALNAC1",132.224438195096,-4.09381081397238,0.538870949320548,-5.74128335898104,9.39617107714661e-09,2.49808049821801e-06
"BEX1",571.373082607246,4.7188283987145,0.992795880588433,3.745813687815,0.000179810007040505,0.00860747017082261
"LMO3",1186.61215922976,-4.68682581495273,0.868181868832923,-4.2466054029772,2.17033702546004e-05,0.00161662043693857
"LOC55908",101.853483560511,-6.26863146966755,1.0816151264235,-4.87107783624382,1.10991101379738e-06,0.000134128477128899
"SLC7A10",1540.28836749443,-7.7881338170309,1.44648097753516,-4.69286075825072,2.69410868260971e-06,0.000278783785294481
"CYP26B1",1099.75100903298,-3.47181080642202,0.635227975478433,-3.89121843155653,9.97420892724475e-05,0.00565128867120382
"SEMA3G",7849.34909328261,-4.76158320146886,0.754265920372477,-4.98707829675147,6.12992276924109e-07,8.14855349040426e-05
"ZNF695",202.050972013713,5.29162814674743,0.909488487240608,4.71872729226979,2.37324707758501e-06,0.000254733433215817
"KIAA1199",890.68376793482,5.8699132396466,0.783473208773411,6.21580059804576,5.10636163795197e-10,2.05216361547553e-07
"HHATL",31.7821878495331,-7.93771180423422,1.68704737532932,-4.11233964480691,3.91669508816498e-05,0.00259327233021376
"GPAM",33944.3562521231,-5.66884537410549,0.868471217808753,-5.37593564227205,7.61860035584937e-08,1.38586350262561e-05
"PAPPA2",218.154168545495,-5.84112959197653,0.979397243749711,-4.94296836433992,7.69419731793082e-07,9.77672234199724e-05
"CIDEC",15580.9293209575,-8.86300747275223,1.14081699872163,-6.89243540512048,5.48451988632934e-12,5.2393416418045e-09
"ANO3",369.064260395201,-6.57970786365923,1.0077168772208,-5.53697967136129,3.07732253581676e-08,6.90639100538304e-06
"TNMD",402.84543168172,-5.70622999357357,0.966513001775551,-4.86928782636954,1.12001169603055e-06,0.000134372976398683
"HIF3A",592.355616639542,-5.08519452654867,0.846776806474697,-4.82440531591337,1.40421604348796e-06,0.000163961198969698
"EBF2",304.128913202178,-3.47615171189409,0.662900621490619,-3.73532869274754,0.000187470162016399,0.00880345616794944
"MOSC1",5757.53204345899,-4.00900023176713,0.764473232066194,-3.93604393921616,8.2835812874998e-05,0.00487248325108116
"KREMEN2",144.05743383769,6.2553401067447,1.04489474157793,5.02954019924382,4.9165741882106e-07,6.79706548371739e-05
"LRRC2",155.43297310009,-3.92084578145571,0.771884779567497,-3.78404375727206,0.000154300677157234,0.00775136628475047
"C14orf139",2097.48116298533,-4.71133212712451,0.684415632764667,-5.42262910058431,5.87287695717197e-08,1.12348951915777e-05
"E2F8",169.946625617653,4.60463256970487,0.938227375117416,3.84196055807236,0.000122055453116823,0.00655043566867023
"SHCBP1",457.185524853632,3.684321485096,0.679035667928015,3.95313768021471,7.71330246048059e-05,0.00458053538898849
"C7orf58",4035.2311647403,-4.31469141342597,0.745744531135937,-4.44480820848522,8.79703103074688e-06,0.000756325837026551
"FRMD1",205.549084312898,-7.16844505165001,1.10099144232967,-5.60262760861952,2.11126495288537e-08,4.99791365079618e-06
"SVEP1",13960.6182665773,-4.16642646495616,0.817608881540456,-3.87278873364279,0.000107597091137378,0.00595956837161871
"SLC19A3",9691.6697862441,-7.01663093323881,1.10492898687342,-5.44526481313869,5.17283698548599e-08,1.01581586302481e-05
"ITIH5",13892.67492691,-4.92917827508265,0.620072684695799,-6.33664144875251,2.34827598350907e-10,9.89769689537078e-08
"C12orf39",542.212457025271,-11.0451784248367,1.6435757375985,-6.11178310499648,9.85240304931789e-10,3.47468116520944e-07
"FAM83D",820.935255884435,5.02834152567974,0.82598530103816,4.87701357471691,1.07704026099503e-06,0.000132002359930888
"CABLES2",1033.36702127502,2.46327638922622,0.38784805824554,3.77280834109487,0.000161420287520091,0.00794730481092507
"KIF18A",357.764069314147,3.80265030903721,0.754518533395817,3.71448835911755,0.000203615242126518,0.00940822192296353
"CDCA3",687.291253864388,4.92713646186817,0.934692459881477,4.20152791471769,2.65119548424984e-05,0.00192501299005553
"NUF2",1156.22081496461,5.81466547601081,1.0242984924018,4.70045158879544,2.59586792571894e-06,0.000273531668441153
"SLC25A18",173.164328485935,-3.38207291578607,0.635907474037892,-3.74594263008163,0.000179717662452378,0.00860747017082261
"FGFBP2",523.883718824749,-5.37653625889716,0.929447078029071,-4.70875250711184,2.49237473571055e-06,0.00026538602319194
"ZNF469",1058.496829767,2.27858054745286,0.306359391297154,4.17346614392733,3.00000258854138e-05,0.00209890869362687
"ATOH8",705.954015961973,-4.67536949801912,0.488328685061071,-7.52642556224089,5.21481865701701e-14,1.50195468686518e-10
"LGALS12",3922.71996114919,-8.15193367434541,1.28803994998005,-5.55257131151575,2.81497819633242e-08,6.48608509477607e-06
"LOC90586",36.3301517837917,-4.65905746235192,0.977620533378747,-3.7428197725204,0.0001819667450404,0.00868665005813027
"CHRDL1",15113.8879146661,-5.23966222216598,0.833208030184682,-5.0883597716002,3.61173697421662e-07,5.38055402167564e-05
"TMEM132C",3057.50762254388,-6.90548583522024,1.07645470514976,-5.48605139349423,4.11017363767556e-08,8.66194032105748e-06
"PKHD1L1",107.443851788913,-4.50499623787676,0.715942245865646,-4.89564103545653,9.79857871023528e-07,0.000120949456208269
"MYOCD",100.871950429961,-4.52839406018422,0.650837170068801,-5.42131614857097,5.91618229520033e-08,1.12348951915777e-05
"FAM54A",287.528234476117,4.7211436978799,0.967573397488282,3.84585159899972,0.000120134459888581,0.0064876362541705
"RPLP0P2",155.500127358575,3.71470696813932,0.570616415719182,4.7574988965535,1.96006328001238e-06,0.000221384663672509
"GPR146",1656.11078940925,-4.35746832587265,0.651322749420361,-5.1548457793937,2.53839752481372e-07,3.95189618255008e-05
"SLC22A12",31.8006418973712,-8.51839475767206,1.66504797735597,-4.51542229408368,6.31907149878775e-06,0.000565802458914773
"RBP7",2055.21324027919,-3.5327959691074,0.653332160630085,-3.87673548270565,0.000105867345197343,0.00588261605258933
"MRGPRX2",14.54621967005,-6.20723065489099,1.34142734809699,-3.88185812841688,0.000103661350580559,0.00583508729440598
"HRASLS5",3023.96626073891,-5.41335505829183,0.883143417545874,-4.99732542938031,5.81309219639005e-07,7.78729040665244e-05
"TMC2",51.3569197472661,-4.96823173050307,0.804008209102277,-4.9355612114133,7.99206090081926e-07,0.000100080293063085
"CCDC78",92.6208975390637,3.82546212046099,0.711576100108746,3.97070969644594,7.16588528073473e-05,0.00431476179569257
"PAQR4",2549.84740572086,3.34006757145695,0.58848283401112,3.97644151403188,6.99541934305763e-05,0.00424167865499575
"HSPB6",17235.1777135703,-5.43622284075067,0.823097166652559,-5.38967089243214,7.0586829379676e-08,1.29767127501083e-05
"IQGAP3",1549.52771468026,4.86831275261332,1.00650995968201,3.84329306968352,0.000121394359539458,0.0065352521096616
"ACVR1C",6948.77791672572,-7.20719808116386,1.08277323163846,-5.7326852011026,9.88530017111352e-09,2.53375565458481e-06
"LRRC15",3868.02454216601,3.76801941401433,0.634277648719673,4.36405006482846,1.2767633733266e-05,0.00103585670678201
"COL6A6",920.065194866456,-4.88268451607015,0.804551030486357,-4.82590211055107,1.39370955496733e-06,0.000163841461356398
"WBSCR28",13.1415538670173,7.04203817829939,1.58388142711757,3.81470359766451,0.00013634648614001,0.00714001099086518
"ADHFE1",953.145354698801,-4.06825785483919,0.698451474880839,-4.39294348309975,1.11826205484912e-05,0.000924626151667355
"PNCK",99.3758555090554,4.57550573365917,0.762997981618696,4.68612738145618,2.78423014246129e-06,0.000286363972486142
"TMEM37",3383.8459734587,-4.4033807342576,0.759310235162149,-4.48220052444152,7.38772751688255e-06,0.000644784440501249
"ADAMTS14",154.320791653432,4.21902460607993,0.481147967349994,6.69030074845636,2.22712409763156e-11,1.48026659735273e-08
"E2F7",131.680970495004,3.935964666625,0.639357701241771,4.59205333872216,4.38906150822077e-06,0.000428004759739482
"A2ML1",586.618175760573,6.62449612675502,1.4377111703153,3.91211826330982,9.14900865105026e-05,0.00530550397646978
"GCOM1",2883.39715773003,-4.49396194651146,0.599068190228271,-5.83232761061827,5.46594650510069e-09,1.47589096179133e-06
"LOC145820",76.569724947926,-3.91289629633405,0.720353009178901,-4.04370670937341,5.26127277210818e-05,0.00336740943610376
"CD300LG",3567.45785280873,-7.20005470705575,1.05556517109117,-5.87368253221786,4.26219244272369e-09,1.18798302585013e-06
"KIF18B",348.598178780117,4.89622537492496,1.03391300004014,3.76842671943742,0.000164279696968961,0.00804225904623402
"EME1",173.069835938765,3.51026971183378,0.671993423945189,3.73555695991235,0.000187300176349948,0.00880345616794944
"NOTUM",14.5063334060697,5.1480566571235,0.995778492297714,4.16564194668641,3.10477668605038e-05,0.00214614583646547
"CILP2",611.48707060857,4.23159578872518,0.703431999510298,4.59404148656145,4.34742889969491e-06,0.000426863175088794
"GPBAR1",183.307036880499,-4.53083391803933,0.781612906846331,-4.51736900339277,6.26127386403474e-06,0.000565802458914773
"SGOL1",178.67133804951,4.71662409752303,0.875040379189647,4.24737439084229,2.16290355490344e-05,0.00161662043693857
"SHISA3",75.1661030885325,-3.94857772755055,0.776896659864413,-3.7953281045965,0.00014744832712846,0.00751638507701156
"KLB",2421.84907538493,-6.8930025465684,1.00748648472378,-5.84921250649241,4.9390575211817e-09,1.35479131783398e-06
"BTNL9",4908.12673260866,-6.23419716109958,0.729829906274449,-7.17180416436825,7.40157718534037e-13,1.16166009399192e-09
"PEBP4",27.3445319589245,-4.1351944539278,0.744685918013688,-4.21008962045415,2.55269407769175e-05,0.00186131250449752
"CDCA2",696.626225758848,5.41392886553371,0.931112499161703,4.74048932809692,2.1320268256264e-06,0.000234672328494585
"C14orf49",706.492536639706,-4.18616787667662,0.75155645454098,-4.23942587070535,2.24092176877728e-05,0.00165945065899776
"ZNF676",76.2961429563809,-3.56483597570099,0.552178769183139,-4.64493768837809,3.40179114092759e-06,0.000341781120385871
"XIRP1",48.0048506269497,3.95100315245191,0.635213276228935,4.64568872044222,3.38943756743859e-06,0.000341781120385871
"COL22A1",870.714078846152,7.05722826944841,1.22911336560044,4.92812822557612,8.30211272716224e-07,0.000103214971250425
"C10orf128",138.466634458515,-3.30353679195751,0.593901379661085,-3.87865203019405,0.000105036874783909,0.00585695889911322
"LCTL",96.6476002502927,6.41325495620201,1.43228107539355,3.77946413535808,0.000157166227828875,0.00782705931732216
"ALG1L",90.0328762712345,4.19259910840606,0.643064371920963,4.96466488863178,6.88197957581147e-07,8.80944363330356e-05
"AQPEP",1292.40875668257,-8.24474236096672,1.03930896845526,-6.97073014941331,3.1530024941872e-12,3.63246907346994e-09
"PLAC9",1049.03146449894,-4.07821627081762,0.782092542631066,-3.93587216732956,8.28950914772213e-05,0.00487248325108116
"SKA1",337.033093293386,4.59642387201813,0.911841387881431,3.94413317909822,8.0089142602086e-05,0.00473979614146112
"HEPACAM",637.771841371337,-9.16453643760314,1.16054020307021,-7.03511728073172,1.99093468558876e-12,2.45752445011853e-09
"LRRN4CL",1212.75431941961,-4.27280173891632,0.764425421706911,-4.28138788426002,1.85731292591511e-05,0.00143286717289013
"SKA3",650.741679826701,5.12379202313925,0.983197653610963,4.19426552534367,2.73757159094494e-05,0.00195487498607932
"C7orf41",12247.8467911678,-3.91773179099025,0.663955342574088,-4.39446993479787,1.11043369938543e-05,0.000924626151667355
"EBF3",1234.81715847265,-3.88064940352658,0.691878171551925,-4.16352115440369,3.13376976564415e-05,0.00214899505238478
"ANGPTL5",74.9640133689252,-6.3332468518398,1.13838253861614,-4.68493381699536,2.80050409988763e-06,0.000286363972486142
"CNIH2",175.468420589211,5.02747934734793,0.901183360067462,4.46910087981033,7.85490805515677e-06,0.00068211390000585
"MAMDC2",1594.10485145119,-3.60022558159654,0.603470885374296,-4.30878381147383,1.64154728889714e-05,0.00127781886033475
"ASPM",1365.88167007655,4.86922780943758,1.02034421634814,3.79208089529408,0.000149390230953559,0.00759297817973075
"LOC283392",1201.11081204521,-8.99908329897598,1.39849783358727,-5.71976810179077,1.06669537188915e-08,2.63336610308805e-06
"TMEM145",57.285103932839,5.08676199453829,0.806899630454247,5.06477118131487,4.0889118974072e-07,5.83970962802429e-05
"SEC14L4",39.6429999130534,5.68216100170414,1.2199534548404,3.83798331249997,0.000124048910015187,0.00663680871198898
"CCDC141",69.6273217013209,-3.98191749376081,0.652944866123091,-4.56687485953626,4.95049346601431e-06,0.000472649047437532
"IGSF10",1983.53310364598,-3.42293957940348,0.57522069587101,-4.21219124554379,2.52905275325166e-05,0.0018518881622433
"SCARA5",3133.71284520061,-6.23680419480625,1.26628749699865,-4.13555705731796,3.54094617604908e-05,0.00238097629837759
"TUSC5",10954.1613489752,-7.83488861202527,1.32444054976309,-5.16058543605287,2.46178782572497e-07,3.86746867421393e-05
"TRIM59",533.466834412887,2.80511138638336,0.483037499461639,3.73700051941147,0.000186228539142693,0.00879293821017728
"GPIHBP1",1022.84742097776,-3.86968195986459,0.775130424190899,-3.7021923927964,0.00021374443209092,0.00974118668242482
"GPR120",86.4188679537194,-4.73879550760172,0.98079843740141,-3.81199170494961,0.000137851503948392,0.00719701462154734
"C11orf53",44.4453318865253,-3.85765930514183,0.693674215881707,-4.1195985661793,3.79533045411138e-05,0.00253232067866791
"GLDN",1244.78662260015,-5.21987137384596,0.832941852212619,-5.06622564664788,4.05780878955174e-07,5.83970962802429e-05
"HSD17B13",503.417901109932,-7.11263319452193,0.879517649582816,-6.9499835477109,3.65328815045707e-12,3.94577953300304e-09
"PLCXD3",286.734959822545,-4.07768822559425,0.83096463414537,-3.70375356438555,0.000212432635901192,0.00971176820372619
"BMP8A",517.322272899784,3.36837604464189,0.617501731486337,3.83541603833429,0.000125351924213402,0.00667420825135817
"PTCHD3",100.409826945295,-9.60029598743221,1.61986205554149,-5.3092767732974,1.10061091274479e-07,1.96078940032398e-05
"C18orf34",117.799310698478,-3.63454295459647,0.655045999662831,-4.02192053069943,5.7725535281102e-05,0.00364071158829461
"CENPW",2017.14909178613,4.92550571499426,1.05965907081912,3.70449876105889,0.000211809143186452,0.00970894908065009
"SLC16A12",74.2169308695728,-3.77390757067061,0.683829015796164,-4.05643443988849,4.98275402675862e-05,0.00320100268908608
"LOC388152",740.823378315342,2.61448784810214,0.430946596759461,3.74637567680639,0.000179407853613565,0.00860747017082261
"MUSTN1",170.601604831968,-3.44198568247275,0.646776358167888,-3.77562607481528,0.000159606271000965,0.00788044562619338
"TMEM195",80.6720451873282,-4.5463541728838,0.931529648224333,-3.80702233111292,0.000140650049434885,0.00727785747355391
"FAM180B",119.353098532625,-5.20064954909751,1.02355413395447,-4.10398376573248,4.0609597258394e-05,0.002678528435963
"C14orf180",1156.54750790892,-8.58399024032471,1.16737152587298,-6.49663802160439,8.21347631461058e-11,4.27583254085527e-08
"KLHL31",1289.07102542231,-4.34174688984316,0.83928356303207,-3.98166607453918,6.84338793763138e-05,0.00416410517430309
"PRRT4",440.691300217335,-5.37933719216699,0.93260912144646,-4.6957906495432,2.65577437929171e-06,0.000278148103324485
"TMEM215",58.6881366479423,8.01439658322984,1.45901554034879,4.80762294111891,1.52735492240173e-06,0.000177142418886069
"MAP1LC3C",296.866511724757,-5.65844862839391,0.733380133389465,-6.35202457266458,2.12499367296815e-10,9.18050391564063e-08
"LOC572558",16.9787530158465,-5.65024130327422,1.18567910994806,-3.92200660723281,8.78145835498561e-05,0.00512676965650359
"HEPN1",428.686637811684,-6.90443996025431,1.128448286985,-5.23235315995724,1.67365596015671e-07,2.75451891880649e-05
"PGA3",35.9926378433946,-5.15983346595979,1.08739730059683,-3.82549548695461,0.000130509325467487,0.00685511140852172
"UCA1",127.912227127516,6.27831022356269,1.24523295892942,4.23881345712265,2.24704273019776e-05,0.00165945065899776
"ABCC6P1",35.6026715884565,-3.42528017289546,0.636388094269933,-3.81100808568356,0.000138401239662595,0.00720395127291961
"PLIN4",91672.8683243734,-7.93708858854518,1.09181845320022,-6.35370154095853,2.10194479117235e-10,9.18050391564063e-08
